DEPARTMENT | OVERDUE
SWM Solid Waste Management | -2.55
SWM Solid Waste Management | -3.55
PWE Public Works Engineering | -31.79
PWE Public Works Engineering | -6.55
SWM Solid Waste Management | -6.55
PWE Public Works Engineering | -10.79
PWE Public Works Engineering | -14.98
PWE Public Works Engineering | -6.10
SWM Solid Waste Management | -9.22
SWM Solid Waste Management | -2.55
SWM Solid Waste Management | -2.21
PWE Public Works Engineering | -8.06
PWE Public Works Engineering | -29.95
PWE Public Works Engineering | -6.55
PWE Public Works Engineering | -86.34
NS Neighborhood Services | -22.56
NS Neighborhood Services | -172.56
PWE Public Works Engineering | -10.80
NS Neighborhood Services | -29.98
NS Neighborhood Services | -172.56
SWM Solid Waste Management | -25.22
SWM Solid Waste Management | -6.56
NS Neighborhood Services | -29.99
SWM Solid Waste Management | -26.30
SWM Solid Waste Management | -2.23
PWE Public Works Engineering | -2.95
SWM Solid Waste Management | -3.01
NS Neighborhood Services | -22.56
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -6.11
PWE Public Works Engineering | -2.91
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -34.93
PWE Public Works Engineering | 1.20
PWE Public Works Engineering | -2.56
PWE Public Works Engineering | -12.56
NS Neighborhood Services | -172.56
PWE Public Works Engineering | -1.27
NS Neighborhood Services | -172.56
NS Neighborhood Services | -172.56
PWE Public Works Engineering | -2.86
SWM Solid Waste Management | -6.23
SWM Solid Waste Management | -7.36
SWM Solid Waste Management | -2.57
PWE Public Works Engineering | 1.19
PWE Public Works Engineering | -10.81
SWM Solid Waste Management | -2.57
SWM Solid Waste Management | -6.57
PWE Public Works Engineering | -2.57
PWE Public Works Engineering | 2.19
NS Neighborhood Services | -22.57
PWE Public Works Engineering | 1.19
PWE Public Works Engineering | -36.81
PWE Public Works Engineering | -3.81
PWE Public Works Engineering | -3.00
NS Neighborhood Services | -22.57
PWE Public Works Engineering | -2.57
SWM Solid Waste Management | -10.00
PWE Public Works Engineering | -31.81
SWM Solid Waste Management | -4.12
SWM Solid Waste Management | -1.94
SWM Solid Waste Management | -0.05
SWM Solid Waste Management | -3.38
NS Neighborhood Services | -172.58
PWE Public Works Engineering | -8.15
PWE Public Works Engineering | -7.13
PWE Public Works Engineering | -2.58
SWM Solid Waste Management | -9.98
PWE Public Works Engineering | -17.20
Finance | -82.58
PWE Public Works Engineering | 2.18
SWM Solid Waste Management | -6.24
NS Neighborhood Services | -172.58
SWM Solid Waste Management | -3.58
PWE Public Works Engineering | -1.33
PWE Public Works Engineering | 0.18
SWM Solid Waste Management | -10.96
NS Neighborhood Services | -22.58
SWM Solid Waste Management | -2.58
PWE Public Works Engineering | -10.82
SWM Solid Waste Management | -22.58
PWE Public Works Engineering | -6.58
PWE Public Works Engineering | -8.15
PWE Public Works Engineering | -27.51
SWM Solid Waste Management | -9.25
PWE Public Works Engineering | -31.00
NS Neighborhood Services | -172.59
SWM Solid Waste Management | -6.59
PWE Public Works Engineering | -15.20
SWM Solid Waste Management | -9.25
PWE Public Works Engineering | 1.17
SWM Solid Waste Management | -5.02
PWE Public Works Engineering | -180.00
PWE Public Works Engineering | -32.59
NS Neighborhood Services | -172.59
Finance | -82.59
PWE Public Works Engineering | -10.83
SWM Solid Waste Management | -6.26
SWM Solid Waste Management | -5.09
SWM Solid Waste Management | -5.01
PWE Public Works Engineering | -36.84
SWM Solid Waste Management | -6.26
PM Parking Management | -14.90
PWE Public Works Engineering | -29.46
SWM Solid Waste Management | -9.05
SWM Solid Waste Management | -9.02
NS Neighborhood Services | -175.27
PWE Public Works Engineering | -6.15
PWE Public Works Engineering | -2.60
PWE Public Works Engineering | -6.15
PWE Public Works Engineering | -10.84
SWM Solid Waste Management | -6.27
PM Parking Management | -14.90
PWE Public Works Engineering | -10.31
PWE Public Works Engineering | -6.16
SWM Solid Waste Management | -6.05
NS Neighborhood Services | -172.61
PWE Public Works Engineering | -31.85
PR Parks and Recreation | -19.44
PWE Public Works Engineering | -31.85
SWM Solid Waste Management | -2.27
PWE Public Works Engineering | -26.86
PWE Public Works Engineering | -11.86
PWE Public Works Engineering | -12.62
PWE Public Works Engineering | 2.14
PWE Public Works Engineering | -10.86
PWE Public Works Engineering | 1.14
PWE Public Works Engineering | -11.86
PWE Public Works Engineering | -12.62
SWM Solid Waste Management | -4.75
NS Neighborhood Services | -172.62
SWM Solid Waste Management | -14.43
PWE Public Works Engineering | -8.37
PWE Public Works Engineering | -2.62
PWE Public Works Engineering | -6.22
PWE Public Works Engineering | -36.86
SWM Solid Waste Management | -2.28
PWE Public Works Engineering | -10.87
PWE Public Works Engineering | -29.37
PWE Public Works Engineering | 2.51
PWE Public Works Engineering | -6.18
SWM Solid Waste Management | -9.09
NS Neighborhood Services | -172.63
SWM Solid Waste Management | -2.03
PWE Public Works Engineering | -6.18
PWE Public Works Engineering | -26.41
SWM Solid Waste Management | -1.07
PWE Public Works Engineering | -2.63
SWM Solid Waste Management | -1.92
SWM Solid Waste Management | -2.99
SWM Solid Waste Management | -2.64
PWE Public Works Engineering | -26.88
SWM Solid Waste Management | 1.75
SWM Solid Waste Management | -3.00
SWM Solid Waste Management | -3.14
SWM Solid Waste Management | -2.30
PWE Public Works Engineering | -36.88
311 HelpLine | -2.79
PWE Public Works Engineering | -36.89
PWE Public Works Engineering | -25.07
PWE Public Works Engineering | -2.84
SWM Solid Waste Management | -4.09
PWE Public Works Engineering | -17.65
SWM Solid Waste Management | -4.09
PWE Public Works Engineering | 1.11
SWM Solid Waste Management | 0.28
SWM Solid Waste Management | -4.09
SWM Solid Waste Management | -6.02
PWE Public Works Engineering | -13.07
PWE Public Works Engineering | -11.89
PWE Public Works Engineering | -11.89
PWE Public Works Engineering | -10.89
PWE Public Works Engineering | -2.65
NS Neighborhood Services | -172.65
NS Neighborhood Services | -22.66
PWE Public Works Engineering | -10.90
PWE Public Works Engineering | -11.90
SWM Solid Waste Management | -4.72
PWE Public Works Engineering | -2.76
311 HelpLine | -2.79
PWE Public Works Engineering | -3.90
PWE Public Works Engineering | 1.10
SWM Solid Waste Management | 1.75
SWM Solid Waste Management | -3.15
PWE Public Works Engineering | -2.93
PWE Public Works Engineering | -2.90
SWM Solid Waste Management | -3.24
PWE Public Works Engineering | -11.90
PM Parking Management | -13.25
SWM Solid Waste Management | -5.57
SWM Solid Waste Management | -4.66
PWE Public Works Engineering | -22.67
NS Neighborhood Services | -22.67
SWM Solid Waste Management | 0.40
PWE Public Works Engineering | -22.68
PWE Public Works Engineering | -31.92
PWE Public Works Engineering | -6.92
PWE Public Works Engineering | -10.92
PWE Public Works Engineering | -10.92
SWM Solid Waste Management | -5.41
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -10.93
SWM Solid Waste Management | -2.03
SWM Solid Waste Management | 0.27
PWE Public Works Engineering | -11.93
PWE Public Works Engineering | -23.42
SWM Solid Waste Management | 0.27
PWE Public Works Engineering | 2.07
PWE Public Works Engineering | -36.94
PWE Public Works Engineering | -10.94
PWE Public Works Engineering | -3.36
PWE Public Works Engineering | -11.94
SWM Solid Waste Management | -1.92
PWE Public Works Engineering | 1.06
SWM Solid Waste Management | -2.05
PWE Public Works Engineering | -3.00
Finance | -82.71
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -4.03
SWM Solid Waste Management | -2.17
SWM Solid Waste Management | -6.71
PWE Public Works Engineering | -11.95
PWE Public Works Engineering | -17.13
311 HelpLine | -2.87
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -2.72
PWE Public Works Engineering | -179.23
SWM Solid Waste Management | -4.66
PWE Public Works Engineering | -2.97
SWM Solid Waste Management | -9.62
PWE Public Works Engineering | -2.83
SWM Solid Waste Management | -6.16
311 HelpLine | -2.89
311 HelpLine | -2.88
SWM Solid Waste Management | -6.18
PWE Public Works Engineering | -2.73
PWE Public Works Engineering | 1.03
SWM Solid Waste Management | 0.24
SWM Solid Waste Management | 0.23
SWM Solid Waste Management | -9.15
SWM Solid Waste Management | -3.10
PWE Public Works Engineering | -2.74
SWM Solid Waste Management | -9.99
SWM Solid Waste Management | -10.06
SWM Solid Waste Management | -2.40
PWE Public Works Engineering | 2.01
PWE Public Works Engineering | -26.17
PWE Public Works Engineering | 0.01
SWM Solid Waste Management | -6.83
PWE Public Works Engineering | -2.82
PWE Public Works Engineering | -11.99
PWE Public Works Engineering | -12.00
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -6.76
SWM Solid Waste Management | -2.42
PWE Public Works Engineering | -4.00
PWE Public Works Engineering | -11.01
PWE Public Works Engineering | -12.01
NS Neighborhood Services | -175.42
NS Neighborhood Services | -175.42
NS Neighborhood Services | -172.77
NS Neighborhood Services | -172.78
PWE Public Works Engineering | -2.72
NS Neighborhood Services | -172.78
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -6.78
PWE Public Works Engineering | -6.33
PWE Public Works Engineering | -6.78
Finance | -82.79
SWM Solid Waste Management | -3.16
311 HelpLine | -2.97
Finance | -82.81
PWE Public Works Engineering | -11.05
PWE Public Works Engineering | -26.26
SWM Solid Waste Management | -2.27
SWM Solid Waste Management | -6.81
SWM Solid Waste Management | -3.18
SWM Solid Waste Management | 0.23
311 HelpLine | -2.99
PWE Public Works Engineering | -22.83
PWE Public Works Engineering | -2.83
PWE Public Works Engineering | -16.18
PWE Public Works Engineering | -24.31
PWE Public Works Engineering | 0.92
PWE Public Works Engineering | -27.08
SWM Solid Waste Management | -2.30
PWE Public Works Engineering | -32.09
PM Parking Management | -10.63
PWE Public Works Engineering | -60.00
PWE Public Works Engineering | -27.10
PWE Public Works Engineering | -4.10
PWE Public Works Engineering | -22.86
PWE Public Works Engineering | -6.87
PWE Public Works Engineering | -22.88
PWE Public Works Engineering | -20.59
NS Neighborhood Services | -175.56
SWM Solid Waste Management | -2.35
PWE Public Works Engineering | 1.87
NS Neighborhood Services | -172.91
PWE Public Works Engineering | -40.35
PWE Public Works Engineering | -37.16
PWE Public Works Engineering | -3.67
PWE Public Works Engineering | -2.93
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -3.07
PWE Public Works Engineering | -27.32
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -3.14
PWE Public Works Engineering | -2.68
311 HelpLine | -2.54
PWE Public Works Engineering | -10.79
PWE Public Works Engineering | -20.98
PWE Public Works Engineering | -22.40
PWE Public Works Engineering | -2.76
PWE Public Works Engineering | -22.40
311 HelpLine | -23.17
PWE Public Works Engineering | -37.42
SWM Solid Waste Management | -5.91
PWE Public Works Engineering | 0.57
PWE Public Works Engineering | 1.57
PWE Public Works Engineering | -27.43
NS Neighborhood Services | -173.19
PWE Public Works Engineering | -14.19
PWE Public Works Engineering | -4.43
PWE Public Works Engineering | -10.77
PWE Public Works Engineering | -6.73
PWE Public Works Engineering | -3.20
PWE Public Works Engineering | -3.20
PWE Public Works Engineering | -20.75
SWM Solid Waste Management | -29.58
SWM Solid Waste Management | -0.64
SWM Solid Waste Management | -2.86
PWE Public Works Engineering | -14.21
PWE Public Works Engineering | -3.21
NS Neighborhood Services | -173.21
PWE Public Works Engineering | 1.55
PWE Public Works Engineering | -2.89
PWE Public Works Engineering | -2.91
PWE Public Works Engineering | -86.67
PWE Public Works Engineering | -2.00
SWM Solid Waste Management | -3.57
PWE Public Works Engineering | -2.81
PWE Public Works Engineering | -11.46
PWE Public Works Engineering | 0.54
PWE Public Works Engineering | 1.54
311 HelpLine | -2.61
PWE Public Works Engineering | -3.23
NS Neighborhood Services | -173.23
PWE Public Works Engineering | -4.47
PR Parks and Recreation | -173.23
SWM Solid Waste Management | -4.67
SWM Solid Waste Management | -4.67
Finance | -83.23
PWE Public Works Engineering | -2.94
PR Parks and Recreation | -175.98
PWE Public Works Engineering | -7.23
PWE Public Works Engineering | -3.23
SWM Solid Waste Management | -7.23
PWE Public Works Engineering | -3.23
SWM Solid Waste Management | -9.91
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | 0.53
SWM Solid Waste Management | -3.59
SWM Solid Waste Management | -2.60
SWM Solid Waste Management | -0.72
PWE Public Works Engineering | -7.23
SWM Solid Waste Management | -9.77
SWM Solid Waste Management | -2.06
SWM Solid Waste Management | -2.89
PWE Public Works Engineering | -23.66
PWE Public Works Engineering | -11.47
SWM Solid Waste Management | -23.24
NS Neighborhood Services | -174.88
SWM Solid Waste Management | -23.24
NS Neighborhood Services | -173.24
SWM Solid Waste Management | -23.24
NS Neighborhood Services | -173.24
SWM Solid Waste Management | -4.25
NS Neighborhood Services | -173.24
SWM Solid Waste Management | -2.90
PWE Public Works Engineering | -26.70
PWE Public Works Engineering | -10.96
PWE Public Works Engineering | -11.48
PWE Public Works Engineering | -26.71
PWE Public Works Engineering | 1.51
PWE Public Works Engineering | -7.25
PWE Public Works Engineering | -4.49
SWM Solid Waste Management | -4.25
PWE Public Works Engineering | -27.49
SWM Solid Waste Management | 0.75
PWE Public Works Engineering | -3.25
PWE Public Works Engineering | -32.49
SWM Solid Waste Management | -0.77
PWE Public Works Engineering | -32.49
SWM Solid Waste Management | -0.25
PWE Public Works Engineering | -31.72
PWE Public Works Engineering | -23.25
PWE Public Works Engineering | 0.51
PWE Public Works Engineering | -12.49
PWE Public Works Engineering | -12.50
PWE Public Works Engineering | -11.50
SWM Solid Waste Management | -26.94
PWE Public Works Engineering | -28.26
SWM Solid Waste Management | -2.03
SWM Solid Waste Management | -3.04
SWM Solid Waste Management | -5.69
NS Neighborhood Services | -173.26
SWM Solid Waste Management | -2.08
PWE Public Works Engineering | -113.26
SWM Solid Waste Management | -10.72
PWE Public Works Engineering | -11.03
PWE Public Works Engineering | 0.50
PWE Public Works Engineering | -4.50
PWE Public Works Engineering | -3.26
PWE Public Works Engineering | -17.00
SWM Solid Waste Management | -2.92
PWE Public Works Engineering | -11.50
SWM Solid Waste Management | -3.26
